hast_speciesID|hast_genusID|hast_species|hast_speciesZh
105103|639|Prunus ilicifolia (Nutt. ex Hook. & Arn.) D. Dietr.|
105104|639|Prunus mexicana S. Watson|
105105|639|Prunus virginiana L.|
105106|639|Prunus arborea (Blume) Kalkman|
105107|639|Prunus cerasoides Buch.-Ham. ex D. Don|
105108|639|Prunus wallichii Steud.|
105109|639|Prunus laurocerasus L.|
105110|639|Prunus turneriana (F.M.Bailey) Kalkman|
105111|639|Prunus yedoensis Matsum.|
105112|639|Prunus yunnanensis Franch.|
105113|639|Prunus avium (L.) L.|
105114|639|Prunus pensylvanica L. f.|
105115|639|Prunus virginiana L. var. demissa (Nutt.) Torr.|
105116|639|Prunus yamasakura|
105117|13109|Purshia glandulosa Curran|
105118|13109|Purshia tridentata (Pursh) DC.|
105119|750|Pueraria peduncularis (Graham ex Benth.) Benth.|
105120|641|Pyrus ussuriensis Maxim.|
105121|642|Rhaphiolepis rugosa Nakai|
105122|642|Rhaphiolepis salicifolia Lindl.|
105123|613|Ribes japonicum Carrière|
105124|613|Ribes maximowiczianum Kom.|
105125|613|Ribes uva-crispa L.|
105126|619|Pittosporum resiniferum Hemsl.|
105127|619|Pittosporum gayanum Rock|
105128|619|Pittosporum glabrum Hook. & Arn.|
105129|619|Pittosporum kauaiense Hillebr.|
105130|1551|Plantago depressa Willd.|
105131|1551|Plantago erosa Wall.|
105132|1551|Plantago rugelii Decne.|
105133|1551|Plantago asiatica L. var. lobulata Pilg.|
105134|1551|Plantago camtschatica Link|
105135|1551|Plantago japonica Franch. & Sav.|
105136|1551|Plantago nanchuanensis Liu|
105137|640|Pyracantha angustifolia (Franch.) C.K. Schneid.|
105138|640|Pyracantha atalantioides (Hance) Stapf|
105139|640|Pyracantha crenulata (D. Don) M. Roem.|
105140|640|Pyracantha crenulata (D. Don) M. Roem. var. kansuensis Rehder|
105141|640|Pyracantha fortuneana (Maxim.) H.L. Li|
105142|641|Pyrus betulifolia Bunge|
105143|641|Pyrus pashia Buch.-Ham. ex D. Don|
105144|565|Brassica juncea (L.) Czern. var. tumida Tsen & S.H.Lee|
105145|565|Brassica rapa L. var. amplexicaulis Tanaka & Ono|
105146|565|Brassica campestris L. subsp. napus (L.) Hook. f. var. pekinensis Makino|
105147|565|Brassica oleracea L.|
105148|13110|Braya rosea (Turcz.) Bunge|
105149|13110|Braya scharnhorstii Regel & Schmalh.|
105150|13110|Braya tibetica Hook. f. & Thomson|
105151|13111|Cakile maritima Scop.|
105152|567|Cardamine griffithii Hook. f. & Thomson|
105153|567|Cardamine leucantha O.E. Schulz|
105154|567|Cardamine lyrata Bunge|
105155|567|Cardamine macrophylla Willd.|
105156|567|Cardamine microzyga O.E. Schulz|
105157|567|Cardamine prorepens Fisch. ex DC.|
105158|567|Cardamine tangutorum O.E. Schulz|
105159|567|Cardamine yunnanensis Franch.|
105160|567|Cardamine appendiculata Franch. & Sav.|
105161|567|Cardamine regeliana Miq.|
105162|13112|Hippuris vulgaris L.|
105163|1551|Plantago pachyphylla A. Gray|
105164|584|Platanus occidentalis L.|
105165|584|Platanus racemosa Nutt.|
105166|1161|Armeria maritima (Mill.) Willd.|
105167|1161|Armeria vulgaris Willd.|
105168|565|Brassica napus L.|
105169|567|Cardamine dentipetala Matsum.|
105170|13113|Ceratostigma minus Stapf ex Prain|
105171|1162|Limonium aureum (L.) Hill|
105172|1162|Limonium bicolor (Bunge) Kuntze|
105173|1164|Statice sinensis Girard|
105174|13114|Polemonium caeruleum L.|
105175|13115|Allophyllum violaceum (A. Heller) A.D. Grant & V.E. Grant|
105176|13116|Cantua buxifolia Juss. ex Lam.|
105177|13116|Cantua flexuosa (Ruiz & Pav.) Pers.|
105178|13117|Collomia grandiflora Douglas ex Lindl.|
105179|13117|Collomia linearis Nutt.|
105180|12809|Gilia capillaris Kellogg|
105181|12809|Gilia capitata Sims|
105182|12809|Gilia leptantha Parish|
105183|12809|Gilia leptalea (A. Gray) Greene|
105184|12809|Gilia ochroleuca M.E. Jones|
105185|12809|Gilia sinuata Douglas ex Benth.|
105186|13119|Ipomopsis aggregata (Pursh) V.E. Grant|
105187|13119|Ipomopsis arizonica (Greene) Wherry|
105188|1618|Erigeron bellioides DC.|類雛菊飛蓬
105189|13120|Podostemum ceratophyllum Michx.|
105190|13121|Linanthus ambiguus (Rattan) Greene|
105191|13121|Linanthus ciliatus (Benth.) Greene|
105192|13121|Linanthus nudatus Greene|
105193|13122|Navarretia pubescens (Benth.) Hook. & Arn.|
105194|1304|Phlox gracilis (Douglas ex Hook.) Greene|
105195|1304|Phlox paniculata L.|
105196|1304|Phlox pilosa L.|
105197|1304|Phlox stansburyi (Torr.) A. Heller|
105198|13114|Polemonium laxiflorum Kitam.|
105199|13114|Polemonium pulcherrimum Hook.|
105200|874|Polygala fallax Hemsl.|
105201|874|Polygala hongkongensis Hemsl. var. stenophylla Migo|
105202|874|Polygala isocarpa Chodat|
105203|874|Polygala irwinii Wurdack|
105204|874|Polygala latouchei Franch.|
105205|874|Polygala sibirica L.|
105206|874|Polygala telephioides Willd.|
105207|874|Polygala tenuifolia Willd.|
105208|874|Polygala tricornis Gagnep.|
105209|874|Polygala cymosa Walter|
105210|874|Polygala ramosa Elliott|
105211|874|Polygala alba Nutt.|
105212|874|Polygala venenosa Juss. ex Poir.|
105213|875|Salomonia cantoniensis Lour.|
105214|13123|Xanthophyllum obscurum A.W.Benn.|
105215|13123|Xanthophyllum virens Roxb.|
105216|13124|Aconogonon cathayanum (A.J.Li) Boufford & H.Sun|
105217|13124|Aconogonon weyrichii (F.Schmidt) Hara|
105218|13125|Bistorta attenuatifolia Miyam. & H. Ohba|
105219|13125|Bistorta longispicata Yonekura & H. Ohashi|
105220|13125|Bistorta macrophylla (D. Don) Soják|
105221|13125|Bistorta milletii H. Lév.|
105222|13125|Bistorta major Gray var. pacifica H. Hara|
105223|13125|Bistorta abukumensis K. Yonekuru, J, Iketsu & H. Ohashi|
105224|13125|Bistorta major Gray var. japonica H.Hara|
105225|13125|Bistorta sinomontana (Sam.) Miyam.|
105226|13125|Bistorta suffulta (Maxim.) Greene ex H. Gross|
105227|13125|Bistorta vivipara (L.) Delarbre|
105228|13125|Bistorta tenuicaulis Nakai|
105229|13125|Bistorta tenuicaulis Nakai var. chionophila Yonek. & H.Ohashi|
105230|13125|Bistorta perpusilla (Hook. f.) Greene|
105231|13126|Eriogonum alatum Torr.|
105232|13126|Eriogonum fasciculatum Benth.|
105233|13126|Eriogonum pharnaceoides Torr.|
105234|13126|Eriogonum polycladon Benth.|
105235|13126|Eriogonum umbellatum Torr.|
105236|306|Fagopyrum dibotrys (D. Don) H. Hara|
105237|306|Fagopyrum gracilipes (Hemsl.) Dammer ex Diels|
105238|306|Fagopyrum leptopodum Hedberg|
105239|306|Fagopyrum urophyllum (Bureau & Franch.) H. Gross|
105240|2302|Fallopia aubertii (L. Henry) Holub|
105241|2302|Fallopia dentatoalata (F. Schmidt) Holub|
105242|2302|Fallopia multiflora (Thunb.) Haraldson|
105243|13125|Bistorta uliginosa Miyamoto & H. Ohba|
105244|13127|Brunnichia ovata (Walter) Shinners|
105245|13124|Aconogonon pachystachyum Wallich ex Meisner|
105246|311|Antenoron filiforme (Thunb.) Roberty & Vautier var. neofiliforme (Nakai) A.J. Li|
105247|311|Antenoron neofiliforme (Nakai) H. Hara|
105248|567|Cardamine schinziana O.E. Schulz|
105249|567|Cardamine scutata Thunb. subsp. flexuosa (With.) H. Hara|
105250|567|Cardamine scutata Thunb. var. kosiensis Ohwi et Okuyama|
105251|567|Cardamine torrentis Nakai|
105252|567|Cardamine yezoensis Maxim.|
105253|567|Cardamine yezoensis Maxim. var. torrentis (Nakai) Ohwi|
105254|567|Cardamine fauriei Franch.|
105255|567|Cardamine flexuosa With. subsp. fallax O.E. Schulz|
105256|567|Cardamine parviflora L.|
105257|13128|Descurainia pinnata (Walter) Britton|
105258|13128|Descurainia richardsonii O.E. Schulz subsp. incisa (Engelm. ex A. Gray) Detling|
105259|13129|Dilophia salsa Thomson|
105260|13130|Dimorphostemon glandulosus (Kar. & Kir.) Golubk.|
105261|13130|Dimorphostemon shanxiensis R.L. Guo & T.Y. Cheo|
105262|13131|Dithyrea wislizenii Engelm.|
105263|569|Cochlearia oblongifolia DC.|
105264|569|Cochlearia officinalis L.|
105265|13128|Descurainia sophia (L.) Webb ex Prantl|
105266|13132|Chorispora bungeana Fisch. & C.A. Mey.|
105267|13133|Christolea crassifolia Cambess.|
105268|13134|Dontostemon dentatus (Bunge) Ledeb.|
105269|13134|Dontostemon senilis Maxim.|
105270|571|Draba altaica (C.A. Mey.) Bunge|
105271|571|Draba ladyginii Pohle|
105272|571|Draba lanceolata Royle|
105273|571|Draba nemorosa L.|
105274|571|Draba nemorosa L. var. leiocarpa Lindblom|
105275|571|Draba japonica Maxim.|
105276|571|Draba oreades Schrenk ex Fisch. & C.A. Mey.|
105277|571|Draba surculosa Franch.|
105278|571|Draba stenoloba Ledeb. var. nana (O.E. Schulz) C.L. Hitchc.|
105279|571|Draba nemorosa L. var. hebecarpa Lindblom|
105280|571|Draba gracillima Hook. f. & Thomson|
105281|571|Draba lasiophylla Royle|
105282|572|Eutrema tenue (Miq.) Makino|
105283|572|Eutrema fontanum (Maxim.) Al-Shehbaz & Warwick|
105284|13135|Erysimum bungei (Kitag.) Kitag.|
105285|13135|Erysimum capitatum (Douglas ex Hook.) Greene|
105286|13135|Erysimum cheiranthoides L.|
105287|13136|Goldbachia laevigata (M. Bieb.) DC.|
105288|308|Polygonum gracilipes Hemsl.|
105289|308|Polygonum hookeri Meisn.|
105290|308|Polygonum lapathifolium L. var. salicifolium Sibth.|
105291|308|Polygonum laxmannii Lepech.|
105292|308|Polygonum nodosum Pers.|
105293|308|Polygonum ochotense Petrov ex Kom.|
105294|308|Polygonum pacificum Petrov ex Kom.|
105295|308|Polygonum pilosum Roxb. ex Meisn.|
105296|308|Polygonum sibiricum Laxm.|
105297|308|Polygonum sieboldii Meisn.|
105298|308|Polygonum sinomontanum Sam.|
105299|308|Polygonum sphaerocephalum Wall. ex Meisn.|
105300|308|Polygonum strigosum R. Br.|
105301|308|Polygonum suffultum Maxim.|
105302|308|Polygonum arenastrum Boreau|
105303|308|Polygonum amphibium L.|
105304|308|Polygonum amplexicaule D. Don|
105305|308|Polygonum aubertii L. Henry|
105306|308|Polygonum bistorta L.|
105307|308|Polygonum bungeanum Turcz.|
105308|308|Polygonum caespitosum Blume|
105309|308|Polygonum cathayanum A.J. Li|
105310|308|Polygonum coriaceum Sam.|
105311|308|Polygonum delicatulum Meisn.|
105312|308|Polygonum dissitiflorum Hemsl.|
105313|308|Polygonum dentato-alatum F.Schmidt|
105314|308|Polygonum flaccidum Meisn.|
105315|13137|Pleuropterus multiflorus (Thunb.) Nakai|
105316|13067|Oxyria sinensis Hemsl.|
105317|307|Muehlenbeckia tamnifolia (Kunth) Meisn.|
105318|2301|Koenigia forrestii (Diels) Mesicek & Soják|
105319|2301|Koenigia islandica L.|
105320|2301|Koenigia pilosa Maxim.|
105321|2302|Fallopia dumetorum (L.) Holub|
105322|2302|Fallopia forbesii (Hance) Yonekura & H. Ohashi|
105323|2302|Fallopia japonica (Houtt.) Ronse Decr. var. uzenensis Yonek. & H. Ohashi|
105324|2302|Fallopia sachalinensis (F. Schmidt) Ronse Decr.|
105325|310|Persicaria amphibia (L.) Gray|
105326|310|Persicaria aestiva Ohki|
105327|310|Persicaria filiformis (Thunb.) Nakai|
105328|310|Persicaria japonica (Meisn.) H. Gross ex Nakai|
105329|310|Persicaria maculosa Gray|
105330|310|Persicaria makinoi Nakai|
105331|310|Persicaria nipponensis Nakai|
105332|310|Persicaria orientalis (L.) Spach|
105333|310|Persicaria oreophila (Makino) Hiyama|
105334|310|Persicaria yokusaiana (Makino) Nakai|
105335|310|Persicaria senticosa (Meisn.) H. Gross ex Nakai|
105336|310|Persicaria sieboldii (Meisn.) Ohki|
105337|310|Persicaria tenella (Blume) H. Hara var. kawagoeana (Makino) H. Hara|
105338|310|Persicaria viscofera (Makino) H. Gross ex Nakai|
105339|310|Persicaria viscosa (Buch.-Ham. ex D. Don) H. Gross ex Nakai|
105340|310|Persicaria vulgaris Webb & Moq.|
105341|310|Persicaria maculata (Raf.) Gray|
105342|310|Persicaria debilis (Meisn.) H. Gross|
105343|310|Persicaria praetermissa (Hook. f.) H. Hara|
105344|13138|Streptanthus diversifolius S. Watson|
105345|13138|Streptanthus maculatus Nutt. subsp. obtusifolius (Hook.) Rollins|
105346|13138|Streptanthus maculatus Nutt. subsp. maculatus |
105347|13139|Sophiopsis annua (Rupr.) O.E. Schulz|
105348|13140|Solms-laubachia retropilosa Botsch.|
105349|13141|Smelowskia calycina (Stephan) C.A. Mey.|
105350|581|Sisymbrium linearifolium (A. Gray) Payson|
105351|581|Sisymbrium officinale (L.) Scop.|
105352|13142|Macropodium pterospermum F. Schmidt|
105353|258|Maclura pomifera (Raf.) C.K. Schneid.|
105354|13143|Lesquerella argyraea (A. Gray) S. Watson|
105355|13143|Lesquerella densiflora (A. Gray) S. Watson|
105356|13143|Lesquerella fendleri (A. Gray) S. Watson|
105357|574|Lepidium latifolium L.|
105358|574|Lepidium latifolium L. var. affine (Ledeb.) C.A. Mey.|
105359|574|Lepidium montanum Nutt.|
105360|574|Lepidium oxycarpum Torr. & A. Gray|
105361|574|Lepidium densiflorum Schrad.|
105362|574|Lepidium apetalum Willd.|
105363|13144|Leiospora pamirica (Botsch. & Vved.) Botsch. & Pachom.|
105364|13144|Leiospora eriocalyx (Regel & Schmalh.) Dvořák|
105365|13145|Idahoa scapigera (Hook.) A. Nelson & J.F. Macbr.|
105366|13146|Hedinia tibetica (Thomson) Ostenf.|
105367|13147|Malcolmia africana (L.) W.T. Aiton|
105368|13148|Megacarpaea delavayi Franch.|
105369|13149|Neotorularia korolkowii (Regel & Schmalh.) Hedge & J. Léonard|
105370|13150|Oreoloma violaceum Botsch.|
105371|13151|Pegaeophyton minutum H. Hara|
105372|579|Raphanus acanthiformis J.M. Morel ex Sasaki|
105373|13152|Rapistrum rugosum (L.) All.|
105374|580|Rorippa × brachyceras Kitam. ex T.Shimizu|
105375|580|Rorippa islandica (Oeder ex Murray) Borbás|
105376|580|Rorippa islandica (Oeder ex Murray) Borbás var. fernaldiana Butters & Abbe|
105377|580|Rorippa nasturtium-aquaticum (L.) Hayek|
105378|1135|Shortia uniflora Maxim.|
105379|13153|Sisymbriopsis mollipila (Maxim.) Botsch.|
105380|581|Sisymbrium brassiciforme C.A. Mey.|
105381|581|Sisymbrium luteum (Maxim.) O.E. Schulz|
105382|581|Sisymbrium polymorphum (Murray) Roth|
105383|581|Sisymbrium heteromallum C.A. Mey.|
105384|13138|Streptanthus squamiformis Goodman|
105385|13154|Torularia mollipila (Maxim.) O.E. Schulz|
105386|13155|Thysanocarpus curvipes Hook.|
105387|13156|Taphrospermum altaicum C.A. Mey.|
105388|13156|Taphrospermum fontanum (Maxim.) Al-Shehbaz & G. Yang|
105389|1187|Buddleja davidii Franch.|
105390|1187|Buddleja japonica Hemsl.|
105391|1187|Buddleja venenifera Makino|
105392|1187|Buddleja venenifera Makino fo. calvescens Ohwi|
105393|1187|Buddleja paniculata Wall.|
105394|855|Canarium denticulatum Blume|
105395|855|Canarium dichotomum Miq.|
105396|855|Canarium maluense Lauterb.|
105397|13157|Borneodendron aenigmaticum Airy Shaw|
105398|13158|Cabomba caroliniana A. Gray|
105399|1375|Leucosceptrum japonicum (Miq.) Kitam. & Murata|
105400|13159|Brunellia coroicoana Cuatrec.|
105401|13160|Calycanthus floridus L. var. glaucus (Willd.) Torr. & A. Gray|
105402|13161|Chimonanthus praecox (L.) Link|
105403|356|Stellaria longipes Goldie|
105404|1560|Adenophora pereskiifolia (Fisch. ex Schult.) Fisch. ex G. Don|
105405|1560|Adenophora pereskiifolia (Fisch. ex Schult.) Fisch. ex G. Don var. heterotricha (Nakai ex Hara) Hara|
105406|1560|Adenophora polyantha Nakai|
105407|1560|Adenophora remotiflora (Siebold & Zucc.) Miq.|
105408|1560|Adenophora stenanthina (Ledeb.) Kitag.|
105409|1560|Adenophora trachelioides Maxim.|
105410|1560|Adenophora wawreana Zahlbr.|
105411|1560|Adenophora nikoensis Franch. & Sav. var. stenophylla (Kitam.) Ohwi.|
105412|1560|Adenophora capillaris Hemsl.|
105413|1560|Adenophora gmelinii (Biehler) Fisch.|
105414|1560|Adenophora himalayana Feer|
105415|1560|Adenophora hunanensis Nannf.|
105416|1560|Adenophora jasionifolia Franch.|
105417|1560|Adenophora khasiana (Hook. f. & Thomson) Oliv. ex Collett & Hemsl.|
105418|1560|Adenophora paniculata Nannf.|
105419|13162|Sinocalycanthus chinensis W.C. Cheng & S.Y. Chang|
105420|1560|Adenophora triphylla (Thunb.) A. DC. subsp. apericampanulata Kitam.|
105421|1560|Adenophora triphylla (Thunb.) A. DC. var. japonica (Regel.) Hara|
105422|13163|Apetahia longistigmata (F. Br.) E. Wimm.|
105423|13164|Asyneuma japonicum (Miq.) Briq.|
105424|1561|Campanula aristata Wall.|
105425|1561|Campanula cana Wall.|
105426|1561|Campanula colorata Wall.|
105427|1561|Campanula punctata Lam.|
105428|855|Canarium merrillii H.J. Lam|
105429|855|Canarium subulatum Guill.|
105430|855|Canarium trigonum H.J. Lam|
105431|855|Canarium vitiense A. Gray|
105432|855|Canarium vrieseanum Engl.|
105433|855|Canarium australasicum (F.M. Bailey) Leenh.|
105434|13165|Dacryodes kingii Kalkman|
105435|13165|Dacryodes rostrata (Blume) H.J. Lam|
105436|13165|Dacryodes rostrata (Blume) H.J. Lam fo. cuspidata (Blume) H.J. Lam|
105437|13166|Garuga pinnata Roxb.|
105438|13167|Santiria laevigata Blume|
105439|855|Canarium muelleri F.M. Bailey|
105440|919|Sarcococca hookeriana Baill.|
105441|919|Sarcococca ruscifolia Stapf|
105442|917|Buxus henryi Mayr|
105443|917|Buxus hainanensis Merr.|
105444|917|Buxus rugulosa Hatus. subsp. prostrata (W.W. Sm.) Hatus.|
105445|917|Buxus sinica (Rehder & E.H. Wilson) M. Cheng|
105446|917|Buxus wallichiana Baill.|
105447|917|Buxus microphylla Sieb. & Zucc. var. japonica (Müll. Arg.) Rehder & E.H. Wilson|
105448|308|Polygonum sagittatum L. var. sieboldii (Meisn.) Maxim. ex Kom.|
105449|308|Polygonum salicifolium Brouss. ex Willd.|
105450|308|Polygonum tinctorium Aiton|
105451|308|Polygonum scandens L.|
105452|308|Polygonum paronychia Cham. & Schltdl.|
105453|308|Polygonum pensylvanicum L.|
105454|308|Polygonum odoratum Lour.|
105455|308|Polygonum douglasii Greene|
105456|308|Polygonum hydropiperoides Michx.|
105457|308|Polygonum yokusaianum Makino|
105458|308|Polygonum virginianum L. var. glaberrimum (Fernald) Steyerm.|
105459|13168|Polygonella articulata (L.) Meisn.|
105460|308|Polygonum sagittatum L. var. aestivum Makino|
105461|308|Polygonum thunbergii Sieb. & Zucc. var. typica Franch et Sav.|
105462|308|Polygonum blumei Meisn. ex Miq.|
105463|308|Polygonum breviochreatum Makino|
105464|308|Polygonum alatum Buch.-Ham. ex D. Don|
105465|308|Polygonum caespitosum Blume var. laxiflorum Meisn|
105466|308|Polygonum reynoutria Makino|
105467|308|Polygonum debile Meisn.|
105468|308|Polygonum foliosum H. Lindb. var. paludicola (Makino) Kitam.|
105469|308|Polygonum hastatoauriculatum Makino ex Nakai|
105470|308|Polygonum minutulum Makino|
105471|308|Polygonum nipponense Makino|
105472|308|Polygonum polyneuron Franch. & Sav.|
105473|308|Polygonum posumbu Buch.-Ham. ex D.Don var. stenophyllum (Makino) Murata|
105474|308|Polygonum sachalinense F. Schmidt|
105475|308|Polygonum savatieri Nakai|
105476|308|Polygonum sagittatum L. var. sibiricum Meisn.|
105477|13169|Heterocodon rariflorum Nutt.|
105478|1174|Diospyros lotus L.|
105479|1565|Lobelia puberula Michx.|
105480|1565|Lobelia inflata L.|
105481|1565|Lobelia siphilitica L.|
105482|1566|Peracarpa carnosa (Wall.) Hook. f. & Thomson var. circaeoides (F. Schmidt) Makino|
105483|13170|Phyteuma japonicum Miq.|
105484|13171|Rollandia longiflora Wawra|
105485|13172|Siphocampylus corymbiferus Pohl|
105486|13172|Siphocampylus umbellatus (Kunth) G. Don|
105487|13172|Siphocampylus werdermannii E. Wimm.|
105488|1571|Triodanis perfoliata (L.) Nieuwl.|
105489|1571|Triodanis leptocarpa Nieuwl.|
105490|1569|Wahlenbergia gracilis (G.Forst.) A. DC.|
105491|257|Humulus japonicus Siebold & Zucc.|
105492|257|Humulus lupulus L. var. cordifolius Maxim.|
105493|559|Capparis dasyphylla Merr. & F.P. Metcalf|
105494|559|Capparis sepiaria L.|
105495|559|Capparis retusa Griseb.|
105496|559|Capparis viminea Hook. f. & Thomson ex Oliv.|
105497|560|Cleome aspera Koenig ex. DC.|
105498|560|Cleome ornithopodioides L.|
105499|560|Cleome lutea Hook.|
105500|561|Crateva religiosa G. Forst.|
105501|560|Cleome ciliata Schumach. & Thonn.|
105502|562|Polanisia icosandra (L.) Wight & Arn.|
105503|1561|Campanula punctata Lam. var. hondoensis (Kitam.) Ohwi|
105504|1562|Campanumoea celebica Blume|
105505|1561|Campanula divaricata Michx.|
105506|13173|Centropogon mandonis Zahlbr.|
105507|13174|Clermontia calophylla E. Wimm.|
105508|13174|Clermontia fauriei H. Lév.|
105509|1563|Codonopsis bulleyana G. Forrest ex Diels|
105510|1563|Codonopsis canescens Nannf.|
105511|1563|Codonopsis chlorocodon C.Y. Wu|
105512|1563|Codonopsis convolvulacea Kurz|
105513|1563|Codonopsis henryi Oliv.|
105514|1563|Codonopsis pilosula (Franch.) Nannf.|
105515|1563|Codonopsis subscaposa Kom.|
105516|1563|Codonopsis ussuriensis (Rupr. & Maxim.) Hemsl.|
105517|1563|Codonopsis viridiflora Maxim.|
105518|347|Cucubalus baccifer L. var. japonicus Miq.|
105519|13176|Cyananthus dolichosceles C. Marquand|
105520|13176|Cyananthus hookeri C.B. Clarke|
105521|13176|Cyananthus inflatus Hook. f. & Thomson|
105522|13176|Cyananthus macrocalyx Franch.|
105523|13177|Cyanea kunthiana (Gaudich.) Hillebr.|
105524|13177|Cyanea pilosa A. Gray|
105525|13177|Cyanea spathulata A. Heller|
105526|13178|Stixis scandens Lour.|
105527|1552|Abelia biflora Turcz.|
105528|1552|Abelia dielsii (Graebn.) Rehder|
105529|1552|Abelia engleriana (Graebn.) Rehder|
105530|1552|Abelia graebneriana Rehder|
105531|1552|Abelia × grandiflora (Rovelli ex André) Rehder|
105532|1552|Abelia serrata Siebold & Zucc.|
105533|1552|Abelia spathulata Siebold & Zucc.|
105534|1552|Abelia spathulata Siebold & Zucc. fo. pilosa Nakai|
105535|1552|Abelia spathulata Siebold & Zucc. var. tetrasepala Koidz.|
105536|1552|Abelia spathulata Siebold & Zucc. var. stenophylla Honda|
105537|1552|Abelia spathulata Siebold & Zucc. var. sanguinea Makino|
105538|1552|Abelia tetrasepala (Koidz.) Hara & Kuros.|
105539|561|Crateva magna (Lour.) DC.|
105540|13179|Dipelta floribunda Maxim.|
105541|13179|Dipelta yunnanensis Franch.|
105542|13180|Kolkwitzia amabilis Graebn.|
105543|13181|Linnaea borealis L.|
105544|1553|Lonicera caerulea L. var. edulis Turcz. ex Herder|
105545|1553|Lonicera chrysantha Turcz. ex Ledeb.|
105546|1553|Lonicera elisae Franch.|
105547|1553|Lonicera fargesii Franch.|
105548|1553|Lonicera ferdinandii Franch.|
105549|1553|Lonicera fragrantissima Lindl. & Paxton|
105550|1553|Lonicera fuchsioides Hemsl.|
105551|1553|Lonicera giraldii Rehder|
105552|1553|Lonicera graebneri Rehder|
105553|1553|Lonicera gynochlamydea Hemsl.|
105554|1553|Lonicera hemsleyana (Kuntze) Rehder|
105555|1553|Lonicera hispida Pall. ex Schult.|
105556|1553|Lonicera lanceolata Wall.|
105557|1553|Lonicera litangensis Batalin|
105558|1553|Lonicera maackii (Rupr.) Maxim.|
105559|1553|Lonicera macranthoides Hand.-Mazz.|
105560|1553|Lonicera maximowiczii (Rupr.) Regel|
105561|1553|Lonicera microphylla Willd. ex Schult.|
105562|1553|Lonicera modesta Rehder var. lushanensis Rehder|
105563|1553|Lonicera myrtillus Hook. f. & Thomson|
105564|1553|Lonicera nervosa Maxim.|
105565|1553|Lonicera nitida E.H. Wilson|
105566|1553|Lonicera pampaninii H. Lév.|
105567|1553|Lonicera pekinensis Rehder|
105568|1553|Lonicera rupicola Hook. f. & Thomson|
105569|1553|Lonicera rupicola Hook. f. & Thomson var. syringantha (Maxim.) Zabel|
105570|1553|Lonicera saccata Rehder|
105571|1553|Lonicera stephanocarpa Franch.|
105572|1553|Lonicera syringantha Maxim.|
105573|308|Polygonum macrophyllum D. Don|
105574|308|Polygonum macrophyllum D. Don var. stenophyllum (Meisn.) A.J. Li|
105575|308|Polygonum microcephalum D. Don|
105576|308|Polygonum milletii (H. Lév.) H. Lév.|
105577|13182|Reynoutria japonica Houtt.|
105578|13182|Reynoutria japonica Houtt. var. uzenensis|
105579|13182|Reynoutria sachalinensis (F. Schmidt) Nakai|
105580|309|Rumex gmelinii Turcz. ex Ledeb.|
105581|309|Rumex conglomeratus Murray|
105582|13183|Rheum acuminatum Hook. f. & Thomson|
105583|13183|Rheum alexandrae Batalin|
105584|13183|Rheum delavayi Franch.|
105585|13183|Rheum forrestii Diels|
105586|13183|Rheum palmatum L.|
105587|13183|Rheum pumilum Maxim.|
105588|13183|Rheum reticulatum Losinsk.|
105589|13183|Rheum tanguticum Maxim. ex Balf.|
105590|13183|Rheum franzenbachii Münter|
105591|309|Rumex longifolius DC.|
105592|309|Rumex × pratensis Mert. & W.D.J. Koch|
105593|309|Rumex albescens Hillebr.|
105594|309|Rumex hastatulus Baldwin|
105595|309|Rumex verticillatus L.|
105596|309|Rumex giganteus Aiton|
105597|309|Rumex bequaertii De Wild. var. quarrei (De Wild.) Robyns|
105598|13184|Ruprechtia apetala Wedd.|
105599|13185|Tovara virginiana (L.) Raf. var. filiformis (Thunb.) Steward|
105600|13186|Triplaris poeppigiana Wedd.|
105601|13186|Triplaris weigeltiana (Rchb.) Kuntze|
105602|13187|Calyptridium umbellatum (Torr.) Greene|
105603|13188|Spraguea umbellata Torr.|
105604|13189|Claytonia gypsophiloides Fisch. & C.A. Mey.|
105605|13189|Claytonia perfoliata Donn ex Willd.|
105606|13190|Montia fontana L.|
105607|13190|Montia perfoliata (Donn ex Willd.) Howell|
105608|1155|Anagallis arvensis L. var. caerulea Ledeb.|
105609|1155|Anagallis arvensis L. var. phoenicea (Scop.) Gren. & Godr.|
105610|13191|Pomatosace filicula Maxim.|
105611|1159|Primula agleniana Balf. f. & Forrest|
105612|1159|Primula bella Franch.|
105613|1159|Primula bellidifolia King ex Hook. f.|
105614|1159|Primula blinii H. Lév.|
105615|1159|Primula brevicula Balf. f. & Forrest|
105616|1159|Primula calliantha Franch.|
105617|1159|Primula chungensis Balf. f. & Kingdon-Ward|
105618|1159|Primula concinna Watt|
105619|1159|Primula conspersa Balf. f. & Purdom|
105620|1159|Primula flaccida N.P. Balakr.|
105621|1159|Primula flava Maxim.|
105622|1159|Primula firmipes Balf. f. & Forrest|
105623|1159|Primula geraniifolia Hook. f.|
105624|1159|Primula involucrata Wall. ex Duby|
105625|1159|Primula maximowiczii Regel|
105626|1159|Primula nutans Georgi|
105627|1159|Primula orbicularis Hemsl.|
105628|1159|Primula secundiflora Franch.|
105629|1159|Primula sikkimensis Hook.|
105630|1159|Primula sinoplantaginea Balf. f.|
105631|1159|Primula sinopurpurea Balf. f. ex Hutch.|
105632|1159|Primula violacea W.W. Sm. & Kingdon-Ward|
