FullnameWithAuthors	FullnameNoAuthors	SourceID	OutputNameID	OutputHowMatched	OutputFullNameWithAuthors	OutputAbbreviatedTitle	OutputCollation	OutputVolume	OutputIssue	OutputPage	OutputTitlePageYear	OutputYearPublished	OutputNomenclatureStatus	OutputBHLLink	OutputBatchID
	Muscari	1758	40023897	FullnameNoAuthors	Muscari Mill.	Gard. Dict. Abr. (ed. 4)	vol. 2			vol. 2	1754		No opinion		7067
	Ornithogalum	1760	40033666	FullnameNoAuthors	Ornithogalum L.	Sp. Pl.	1: 306	1		306	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=306&date=1753	7067
	Reineckia	1764	100250888	FullnameNoAuthors	Reineckia H. Karst.	Wochenschr. Gärtnerei Pflanzenk.	1: 349	1		349	1858		No opinion		7067
	Ruccus	1766													7067
	Smilacina	1768	40001345	FullnameNoAuthors	Smilacina Desf.	Ann. Mus. Natl. Hist. Nat.	9: 51	9		51	1807	1807	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:41507&volume=9&issue=&spage=51&date=1807	7067
	Tulipa	1772	40020559	FullnameNoAuthors	Tulipa L.	Sp. Pl.	1: 305	1		305	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=305&date=1753	7067
	Barnardia	1775	40024961	FullnameNoAuthors	Barnardia Lindl.	Bot. Reg.	12:t. 1029	12			1826		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:382&volume=12&issue=&spage=&date=1826	7067
	Daiswa	1777	40021428	FullnameNoAuthors	Daiswa Raf.	Fl. Tellur.	4: 18	4		18	1836	1838	No opinion		7067
	Molineria	1779	40021228	FullnameNoAuthors	Molineria Colla	Mem. Reale Accad. Sci. Torino	31(Hortus Ripul. App. 2): 331	31	Hortus Ripul. App. 2	331	1826		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:6366&volume=31&issue=Hortus Ripul. App. 2&spage=331&date=1826	7067
	Chionographis	1780	40007135	FullnameNoAuthors	Chionographis Maxim.	Bull. Acad. Imp. Sci. Saint-Petersbourg, sér. 3	11: 435	11		435	1867	1867	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:49351&volume=11&issue=&spage=435&date=1867	7067
	Eurcraea	1785													7067
	Polianthes	1787	40013446	FullnameNoAuthors	Polianthes L.	Sp. Pl.	1: 316	1		316	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=316&date=1753	7067
	Agapanthus	1790	40034007	FullnameNoAuthors	Agapanthus L'Hér.	Sert. Angl.	10			10	1788	1789	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:11440&volume=&issue=&spage=10&date=1788	7067
	Amaryllis	1791	40011377	FullnameNoAuthors	Amaryllis L.	Sp. Pl.	1: 292	1		292	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=292&date=1753	7067
	Brodiaea	1792	40031838	FullnameNoAuthors	Brodiaea Sm.	Trans. Linn. Soc. London	10: 2	10		2	1811	1810	Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:683&volume=10&issue=&spage=2&date=1811	7067
	Clivia	1793	40010537	FullnameNoAuthors	Clivia Lindl.	Bot. Reg.	14: , pl. 1182	14			1828		No opinion	http://biodiversitylibrary.org/page/133272#page/154/mode/1up 	7067
	Cyrtanthus	1795	40020562	FullnameNoAuthors	Cyrtanthus Schreb.	Gen. Pl.	122			122	1789		No opinion		7067
	Eucharis	1796	40006548	FullnameNoAuthors	Eucharis Planch.	Cat. Pl. Exot.	8: 3	8		3	1853		Legitimate		7067
	Eurycles	1797	40007373	FullnameNoAuthors	Eurycles Salisb. ex Schult. & Schult. f.	Syst. Veg. (ed. 15 bis)	7(2): lvi, 909	7	2	lvi	1830		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:825&volume=7&issue=2&spage=lvi&date=1830	7067
	Haemanthus	1799	40019813	FullnameNoAuthors	Haemanthus L.	Sp. Pl.	1: 325	1		325	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=325&date=1753	7067
	Hymenocallis	1801	40029381	FullnameNoAuthors	Hymenocallis Salisb.	Trans. Hort. Soc. London	1: 338	1		338	1812		No opinion		7067
	Narcissus	1803	40025195	FullnameNoAuthors	Narcissus L.	Sp. Pl.	1: 289	1		289	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=289&date=1753	7067
	Sternbergia	1804	40005988	FullnameNoAuthors	Sternbergia Waldstein & Kitaibel	Descr. Icon. Pl. Hung.	2: 172	2		172	1804		No opinion		7067
	Tulbaghia	1805	40020531	FullnameNoAuthors	Tulbaghia L.	Mant. Pl.	148, 223			148	1771		Legitimate		7067
	Heterosmilax	1810	40025310	FullnameNoAuthors	Heterosmilax Kunth	Enum. Pl.	5: 270	5		270	1850	1850	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:67381&volume=5&issue=&spage=270&date=1850	7067
	Babiana	1814	40023667	FullnameNoAuthors	Babiana Ker Gawl. ex Sims	Bot. Mag.	15: ad >t. 539.<	15		ad >t. 539.<	1801		Legitimate		7067
	Crocosma	1816													7067
	Crocus	1817	40016737	FullnameNoAuthors	Crocus L.	Sp. Pl.	1: 36	1		36	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=36&date=1753	7067
